id,name,description,address,floor,lat,lng,restricted,restriction,disabled_access,url,phone_number,twitter_screen_name,facebook_url,atmosphere_disciplined,atmosphere_relaxed,atmosphere_historic,atmosphere_modern,atmosphere_inspiring,atmosphere_cosy,atmosphere_social,atmosphere_friendly,facility_food_drink,facility_daylight,facility_views,facility_large_desks,facility_free_wifi,facility_no_wifi,facility_computers,facility_laptops_allowed,facility_sockets,facility_signal,facility_printers_copiers,facility_whiteboards,facility_projector,facility_outdoor_seating,facility_bookable,facility_toilets,facility_refreshments,facility_break,expensive,created_at,updated_at,access_id,space_type_id,library_id,noise_id,work_private,work_close,work_friends,work_group,term_time_hours_id,out_of_term_hours_id,email_address,editors,facility_wheelchair_accessible,facility_blue_badge_parking,facility_accessible_toilets,facility_induction_loops,facility_adjustable_furniture,facility_individual_study_space,facility_gender_neutral_toilets,facility_bike_racks,facility_smoking_area,facility_baby_changing,facility_prayer_room,opentimes_before_9am,opentimes_after_7pm,opentimes_saturday,opentimes_sunday,booking_url
235,Cornerstone Cafe,"A friendly cafe associated with the St Philips Church Centre. Coffee, cakes and hot and cold meals served. A good place to work with some background noise.","185 Mill Rd, Cambridge CB1 3AN",,52.198344,0.142008,f,,,http://www.stphilipschurch.org.uk/cornerstone-cafe/,01223 414775,,cornerstonecafemillroad/,f,t,f,t,f,t,t,t,f,t,f,f,t,f,f,t,t,t,f,f,f,f,f,t,t,f,3,17:55.0,47:28.2,4,2,,4,f,t,t,f,2065,2066,,,t,f,f,f,f,f,f,f,f,f,f,,,,,
35,Red Bull,Comfy Newnham pub,"11 Barton Road, Cambridge",Ground,52.19655,0.1087,f,,t,,,,redbullnewnham,f,t,t,f,f,t,t,f,t,f,f,f,t,f,f,t,f,t,f,f,f,t,f,t,t,t,2,52:08.6,55:09.4,4,1,,5,f,t,t,f,1097,1098,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
200,Chill #02,"Modern cafe with vintage style, set within the Ibis hotel. Artisan Brazilian, Kenyan and Ethiopian coffee as well as pizza, homemade baguettes and salads.","2 Station Square
Cambridge
CB1 2GA",Ground,52.18581,0.162486,f,,,http://www.ibis.com/gb/hotel-8548-ibis-cambridge-central-station-/index.shtml#,01223 320965,accorhotels,ibis,f,t,f,t,t,t,t,t,t,t,f,t,t,f,f,t,f,t,f,f,f,f,f,t,t,t,4,24:38.9,24:38.9,4,2,,4,f,t,t,f,1843,1844,H8548@accor.com,,t,t,t,f,f,f,f,t,f,f,f,,,,,
103,Fitzwilliam Museum Reading Room,"The Reading Room is at the Courtyard Entrance of the Museum. A relaxed, air-conditioned space close to the Museum café, which offers two library tables, seating 8 people in total, with attractive views onto the Grove Lodge garden.","Fitzwilliam Museum
Trumpington Street
Cambridge 
CB2 1RB",Ground floor,52.19957,0.12033,t,Have to be let in/out by member of staff. If consulting library material please make an appointment (materials must be fetched). Otherwise anyone welcome to make use of the space when available.,t,http://www.fitzmuseum.cam.ac.uk/dept/referencelibrary/,01223 332910/01223 764398,,,f,t,f,t,f,f,f,t,f,t,t,t,t,f,f,t,t,t,t,f,f,f,t,t,t,t,,53:14.9,44:36.2,4,5,21,3,t,t,f,f,1875,1876,fitzmuseum-library@lists.cam.ac.uk,dsw26@cam.ac.uk,t,f,t,f,t,f,f,t,f,t,f,,,,,
93,Christ’s Pieces,"A Victorian park in the centre of town, Christ’s Pieces lies between the city centre and Grafton Centre. There are tennis courts at the north-west corner and in the south-east corner lies a bowling green. 
","Christ’s Pieces, Cambridge
",Ground,52.20615,0.125237,f,,t,https://www.cambridge.gov.uk/parks/christs-pieces,,,,f,t,f,f,t,f,t,t,t,t,t,f,t,f,f,t,f,t,f,f,f,t,f,t,t,t,2,48:11.8,57:53.3,4,9,,4,t,t,t,t,983,984,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
98,Fitzwilliam Museum,"The Fitzwilliam Museum is a large arts and antiquities museum.  A large museum free to access, with 3 floors of exhibitions and alcoves or benches in most galleries
","Trumpington Street, Cambridge, CB2 1RB
",Ground,52.19957,0.12033,f,,f,http://www.fitzmuseum.cam.ac.uk/,01223 332900,FitzMuseum_UK,fitzwilliammuseum,f,f,t,f,t,f,t,f,f,t,t,f,f,f,f,f,f,t,f,f,f,f,f,t,t,t,5,47:28.8,07:25.9,4,9,,3,f,f,t,f,989,990,fitzmuseum-enquiries@lists.cam.ac.uk,,f,f,f,f,f,f,f,f,f,f,f,,,,,
99,Fitzwilliam Museum Café ,"The Courtyard Café is located within the Fitzwilliam Museum, next to the gift shop.  The Courtyard Café is reasonably large, with a set daily menu as well as hot drinks and snacks.
","Trumpington Street, Cambridge, CB2 1RB
",Ground,52.19957,0.12033,t,,f,www.fitzmuseum.cam.ac.uk,01223 764402,FitzMuseum_UK,fitzwilliammuseum,f,f,t,f,t,f,t,f,t,t,f,f,f,f,f,f,f,t,f,f,f,f,f,t,t,t,5,52:12.4,08:01.1,4,2,,4,f,f,t,t,993,994,events.fitzwillam@tate.org.uk,,f,f,f,f,f,f,f,f,f,f,f,,,,,
39,Maths Cafe,"Based at the Centre for Mathematical Sciences near the Moore Library, this is a great base for solo and group study.","Wilberforce Road, Cambridge CB3 0WA",,52.210104,0.101892,f,,t,http://www.unicen.cam.ac.uk/food-and-drink/places-eat/out-university-centre/centre-mathematical-sciences,,,,f,t,f,t,t,t,t,t,t,t,t,t,t,f,f,t,f,t,f,f,f,f,f,t,f,f,2,52:09.2,45:09.3,3,2,,4,f,t,f,t,855,856,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
58,2nd View Coffee Shop (Waterstones Cafe),Spacious cafe with plenty of plug sockets and varying sizes of tables for all kinds of work.,"22 Sidney Street, Cambridge, Cambridgeshire, 
CB2 3HG",2,52.206349,0.12072,f,,t,,01223 366898,,pages/2nd-View-Coffee-Shop-in-Waterstones/150514884988745,f,t,f,t,f,f,t,t,t,t,t,t,t,f,f,t,t,t,f,f,f,f,f,t,t,t,2,52:11.0,08:32.9,4,2,,2,f,t,t,t,1885,1886,,ja215@cam.ac.uk,f,f,f,f,f,f,f,f,f,f,f,,,,,
115,UL - Manuscripts Reading Room,"The Manuscripts Reading Room is open to those doing further, specialist research. ","Cambridge University Library, West Road, Cambridge, CB3 9DR",3rd,52.20507,0.10824,t,"For information on how to access the UL, please see: http://www.lib.cam.ac.uk/plan-your-visit/admissions/who-can-use.  Undergraduates must provide a letter from their DoS.",t,http://www.lib.cam.ac.uk/deptserv/manuscripts/Using.html,01223 333143,theUL,cambridgeuniversitylibrary,t,f,t,f,f,f,f,t,f,t,t,t,t,f,t,t,t,t,t,f,f,f,t,t,t,t,4,20:51.1,18:00.7,4,5,2,2,t,f,f,f,2115,2116,mss@lib.cam.ac.uk,,f,f,f,f,f,f,f,f,f,f,f,,,,,
106,Geography Library - Reading Room,Main library reading room,"Department of Geography
Downing Place
Cambridge
CB3 2EN",,52.2018,0.12378,f,,f,,01223-333391,,,t,f,f,f,f,f,f,f,f,t,t,t,t,f,f,t,t,t,f,f,f,f,f,t,f,f,,59:42.5,16:16.8,4,5,23,1,t,f,f,f,1669,1670,library@geog.cam.ac.uk,rcc23@cam.ac.uk,f,f,t,f,f,f,t,t,f,f,f,,,,,
87,Psychology - traditional study rooms,Small Library with two study rooms containing carrel desks and larger desks. The main room has comfy leather armchairs. ,"Department of Psychology 
Downing Street 
Cambridge 
CB2 3EB",1st,52.20205,0.12301,t,Access through a controlled reception area.,f,http://www.library.psychol.cam.ac.uk/,01223 333554,,,f,f,f,f,f,t,f,t,f,f,f,t,t,f,f,t,t,t,f,f,f,f,f,t,t,t,,29:42.5,50:45.9,3,5,19,2,f,t,f,f,1771,1772,library@psychol.cam.ac.uk,,f,f,f,f,f,f,f,t,f,f,f,,,,,
236,Medical Library Share Space,"A collaborative working area with a mixture of furniture located in the University of Cambridge Medical Library.

The library serves staff and students of the University of Cambridge, and NHS staff in the East of England region. The library is located on the Addenbrooke's site.","University of Cambridge School of Clinical Medicine
Box 111 Cambridge Biomedical Campus
Cambridge
CB2 0SP",1,52.175741,0.141285,t,Access restricted to members of the University and NHS staff. ,,https://library.medschl.cam.ac.uk/,01223 336750,cam_med_lib,,f,f,f,t,f,f,t,t,f,t,f,t,t,f,t,t,t,t,t,t,t,f,f,t,f,f,,25:43.3,25:43.3,3,5,36,3,f,t,t,t,2043,2044, library@medschl.cam.ac.uk ,,f,f,t,f,t,f,t,t,f,f,f,,,,,
110,Balfour & Newton - Newton Room,The room has seating for 12 people and also houses the Library photocopier. It is separate from the main seating area so could be used for group work.,Downing Street,First ,52.20314,0.12108,t,Users without card access to the Department must go to the Reception desk.,f,http://www.zoo.cam.ac.uk/department/library,(01223) 336648,,,f,t,f,f,f,f,t,t,f,t,f,t,t,f,f,t,t,t,t,f,f,f,f,t,t,f,,39:05.0,23:10.3,3,5,24,3,f,t,t,f,1447,1448,library@zoo.cam.ac.uk,,f,f,f,f,f,f,f,f,f,f,f,,,,,
108,Balfour & Newton - Main Library,The main area of the Library has seating for 49 people plus five desks with PCs. The seating area is in the oldest part of the building under a high domed ceiling. ,Downing Street,First floor,52.20314,0.12108,t,Users without card access to the Department must go to the Reception desk.,f,http://www.zoo.cam.ac.uk/department/library,(01223) 336648,,,t,f,t,f,t,f,f,t,f,t,f,t,t,f,t,t,t,t,f,f,f,f,f,t,t,f,,08:42.9,26:35.3,3,5,24,3,f,t,f,f,1455,1456,library@zoo.cam.ac.uk,,f,f,f,f,f,f,f,f,f,f,f,,,,,
121,UL - South Wing Corridor,"This desk is on the South Wing Corridor going towards the Reading Room, meaning that it is in close walking distance of resources.  Although it is a quiet space, there are others walking by.  The desk has a nice view as it looks out onto the Library courtyard.","Cambridge University Library, West Road, Cambridge, CB3 9DR",1st,52.20507,0.10824,t,"For information on how to access the UL, please see: http://www.lib.cam.ac.uk/plan-your-visit/admissions/who-can-use",t,http://www.lib.cam.ac.uk/,01223 333000,theUL,cambridgeuniversitylibrary,f,t,f,f,f,f,t,f,f,t,t,t,t,f,f,t,f,t,f,f,f,f,f,t,t,t,4,13:36.9,23:30.2,4,5,2,3,t,f,f,f,2079,2080,library@lib.cam.ac.uk,,f,f,f,f,f,f,f,f,f,f,f,,,,,
111,UL - South Reading Room,"**Prototype Library Space** Temporarily refurbished as part of the Protolib project, this room has dark squishy leather chairs and soft fabric sofas with throws.  Vintage lamps and adjustable uplighters make the room a cosy place to read.  Light and airy, it looks out onto the courtyard garden. ","Cambridge University Library, West Road, Cambridge, CB3 9DR",1st,52.20507,0.10824,t,"For information on how to access the UL, please see: http://www.lib.cam.ac.uk/plan-your-visit/admissions/who-can-use",t,http://www.lib.cam.ac.uk,01223 333000,theUL,cambridgeuniversitylibrary,t,t,f,f,t,t,f,t,f,t,t,f,t,f,f,t,t,t,f,f,f,f,f,t,t,t,4,32:29.4,24:26.8,4,5,2,1,t,t,f,f,2081,2082,library@lib.cam.ac.uk,,f,f,f,f,f,f,f,f,f,f,f,,,,,
119,UL - Reading Room South Corridor,"This desk is on the south corridor to the Reading Room, meaning that it is in close walking distance of resources.  Although it is a quiet space, there are others walking by.  The desk looks out on the Library courtyard.","Cambridge University Library, West Road, Cambridge, CB3 9DR",1st,52.20507,0.10824,t,"For information on how to access the UL, please see: http://www.lib.cam.ac.uk/plan-your-visit/admissions/who-can-use",t,http://www.lib.cam.ac.uk,01223 333000,theUL,cambridgeuniversitylibrary,f,t,t,f,t,f,t,f,f,t,t,t,t,f,f,t,f,t,f,f,f,f,f,t,t,t,4,04:41.2,26:30.5,4,5,2,3,t,f,f,f,2087,2088,library@lib.cam.ac.uk,,f,f,f,f,f,f,f,f,f,f,f,,,,,
120,UL - North Wing Corridor,"This desk is on the North Wing corridor towards the Reading Room, meaning that it is in close walking distance of resources.  Although it is a quiet space, there are other walking by.  The desk has a nice view as it looks out onto the Library courtyard.","Cambridge University Library, West Road, Cambridge, CB3 9DR",1st,52.20507,0.10824,t,"For information on how to access the UL, please see: http://www.lib.cam.ac.uk/plan-your-visit/admissions/who-can-use",t,http://www.lib.cam.ac.uk/,01223 333000,theUL,cambridgeuniversitylibrary,f,t,f,f,f,f,t,f,f,t,t,t,t,f,f,t,f,t,f,f,f,f,f,t,t,t,4,10:38.4,27:47.2,4,5,2,3,t,f,f,f,2093,2094,library@lib.cam.ac.uk,,f,f,f,f,f,f,f,f,f,f,f,,,,,
74,Criminology - First floor,"28 workspaces, a mixture of single desks and shared tables. As a specialist postgrad library some desks are reserved for individual users and are not available for general use, but undergrads very are welcome ","Radzinowicz Library, Institute of Criminology, University of Cambridge, Sidgwick Avenue, Cambridge CB3 9DA",First floor,52.201452,0.110105,t,University card required for library entry.,t,http://www.crim.cam.ac.uk/library/,01223 335386,,crimlib,t,f,f,t,f,f,f,f,f,t,f,t,t,f,t,t,t,f,t,f,f,f,f,t,t,t,,28:44.8,20:46.8,3,5,15,1,t,t,f,f,1681,1682,crimlib@hermes.cam.ac.uk,ac761@cam.ac.uk,t,t,t,f,f,f,t,f,f,f,f,,,,,
140,SPS Library - Main Reading Area,"The main reading area reached via of a flight of stairs with a range of desks with plug sockets, lots of natural daylight and WIFI.","Free School Lane
Cambridge
CB2 3HQ",,52.20344,0.1189,t,,f,www.spslibrary.hsps.cam.ac.uk,01223 334522,spslibraryinfo,PPSISLibrary,t,f,f,f,f,t,f,t,f,t,t,t,t,f,f,t,t,t,f,f,f,f,f,t,f,f,,23:40.3,48:49.8,3,5,27,2,t,t,f,f,1737,1738,sps-library@hsps.cam.ac.uk,,f,f,f,f,t,f,f,t,f,f,f,,,,,
144,Computer Laboratory Library - Computer Desks,"These computers are provided for members of the Computer Laboratory, but when they are not in use the desks can be used by anyone for quiet study.","Computer Laboratory,
William Gates Building,
15 JJ Thomson Avenue,
Cambridge.
CB3 0FD",,52.21115,0.0922,f,,t,http://www.cl.cam.ac.uk/library/,(01223) (3)34648,,,t,f,f,t,f,f,f,f,f,t,t,t,t,f,t,t,t,t,f,f,f,f,f,t,t,t,,04:40.5,29:13.8,3,5,28,2,t,f,f,f,1757,1758,ncc25@cl.cam.ac.uk,,t,t,t,f,f,f,t,t,f,f,f,,,,,
112,UL - North Reading Room,"**Prototype Library Space** Temporarily refurbished as part of the Protolib Project.  This modern and spacious room has large tables with room to spread out, floor and desk lamps, and access to power points.","Cambridge University Library, West Road, Cambridge, CB3 9DR",1st,52.20507,0.10824,t,"For information on how to access the UL, please see: http://www.lib.cam.ac.uk/plan-your-visit/admissions/who-can-use",t,http://www.lib.cam.ac.uk,01223 333000,theUL,cambridgeuniversitylibrary,t,f,f,t,f,f,t,t,f,t,t,f,t,f,f,t,t,t,f,f,f,f,f,t,t,t,4,40:14.5,28:17.9,4,5,2,3,t,t,t,f,2095,2096,library@lib.cam.ac.uk,,f,f,f,f,f,f,f,f,f,f,f,,,,,
124,UL - Tea Room,"Teas, coffee, breakfast and lunch are available in this popular Tea Room.  Ideal for group work or a break from serious study.","Cambridge University Library, West Road, Cambridge, CB3 9DR",1st,52.20507,0.10824,t,"For information on how to access the UL, please see: http://www.lib.cam.ac.uk/plan-your-visit/admissions/who-can-use",t,http://www.lib.cam.ac.uk,01223 333030,theUL,cambridgeuniversitylibrary,f,t,f,t,f,f,t,t,t,t,t,t,t,f,f,t,t,t,f,f,f,f,f,t,t,t,4,02:46.6,18:52.2,4,5,2,4,f,t,t,t,2117,2118,library@lib.cam.ac.uk,,f,f,f,f,f,f,f,f,f,f,f,,,,,
239,The Coffee House Cambridge,"A café in the suburb of Addenbrookes. 15 minute walk or 5 minute cycle from Addenbrookes hospital. The Coffee House provides a lot of choices for hot and cold food, as well as deserts. ","132 Wulfstan Way, Cambridge CB1 8QJ",,52.181066,0.151906,f,,,http://coffeehousecambridge.weebly.com/index.html,7763652171,,thecoffeehousecambridge/,f,t,f,t,f,f,t,f,f,t,f,t,f,f,f,t,f,t,f,f,f,f,f,f,t,f,2,37:50.4,44:46.0,4,2,,3,t,t,t,t,2059,2060,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
240,Medical Library Read Space,"The reading room in the Medical Library. Large individual desks, couches and study pods.","University of Cambridge School of Clinical Medicine
Cambridge Biomedical Campus
Cambridge
CB2 0SP",1,52.1758,0.141259,t,"Access is restricted to members of the University, and NHS staff working in the East of England region.",,library.medschl.cam.ac.uk,01223 336750,cam_med_lib,,t,f,f,t,f,f,f,f,f,t,f,t,t,f,f,t,t,t,t,t,f,f,f,t,f,f,,44:59.3,44:59.3,3,5,36,2,t,t,f,f,2061,2062,library@medschl.cam.ac.uk,,f,f,t,f,f,t,t,t,f,f,f,,,,,
122,UL - South Front Corridor,Bookshelves work to form booths with large desks that seats two people. The desk faces the busy South Front walk way.,"Cambridge University Library, West Road, Cambridge, CB3 9DR",1st,52.20507,0.10824,t,"For information on how to access the UL, please see: http://www.lib.cam.ac.uk/plan-your-visit/admissions/who-can-use",t,http://www.lib.cam.ac.uk/,01223 333000,theUL,cambridgeuniversitylibrary,f,t,t,f,t,t,f,f,f,t,t,t,t,f,f,t,f,t,f,f,f,f,f,t,t,t,4,17:17.0,25:01.6,4,5,2,3,t,t,f,f,2083,2084,library@lib.cam.ac.uk,,f,f,f,f,f,f,f,f,f,f,f,,,,,
118,UL - AOI East Asian Reading Room,"The Aoi is modern looking, providing a quiet space with large desks and comfy chairs.  ","Cambridge University Library, West Road, Cambridge, CB3 9DR",1st,52.20507,0.10824,t,"For information on how to access the UL, please see: http://www.lib.cam.ac.uk/plan-your-visit/admissions/who-can-use",t,http://www.lib.cam.ac.uk/collections/departments/east-asian-reading-room,01223 333155 01223 333038,theUL,cambridgeuniversitylibrary,t,t,f,t,f,f,f,f,f,t,f,t,t,f,t,t,f,t,f,f,f,f,f,t,t,t,4,56:11.0,31:39.4,4,5,2,1,t,f,f,f,2105,2106,chinese@lib.cam.ac.uk  japanese@lib.cam.ac.uk,,f,f,f,f,f,f,f,f,f,f,f,,,,,
161,Starbucks (Fitzroy Street),Part of the Starbucks chain.,"39 Fitzroy Street
Grafton Centre
Cambridge
CB1 1ER",,52.20689,0.130403,f,,f,http://www.starbucks.co.uk/store-locator/search/detail/1012138,01223 356823,,,f,t,f,t,t,t,t,f,t,f,f,f,t,f,f,t,f,t,f,f,f,t,f,t,t,f,3,38:33.0,38:33.0,4,2,,5,t,t,t,t,1465,1466,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
34,Faculty of Law Cafe - Cambridge Blue,An inexpensive and popular cafe located in the Faculty of Law with a large seating area.,"10 West Road, Cambridge, CB3 9DZ",Basement,52.20183,0.10964,f,,t,http://www.unicen.cam.ac.uk/food-and-drink/places-eat/out-university-centre/faculty-law-0,,,,f,t,f,t,f,f,t,f,t,t,f,f,t,f,f,t,f,f,f,f,f,f,f,t,t,t,1,52:08.6,05:03.9,3,2,25,4,f,t,t,t,1297,1298,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
71,Astronomy: Library Room A,In the old Cambridge Observatory building dating back to 1823.  This room was the sitting room of the Observatory house.,"Institute of Astronomy
Madingley Road
Cambridge
CB3 0HA",Ground,52.21458,0.09533,t,Steps at front of building.  Narrow corridors.,f,http://www.ast.cam.ac.uk/library,01223 337537,,,f,f,t,f,f,t,f,f,f,t,t,t,f,f,f,t,t,f,f,f,f,f,t,t,t,t,,19:01.2,15:33.4,4,5,9,2,t,t,t,t,1663,1664,ioalib@ast.cam.ac.uk,,f,f,f,f,f,f,t,t,f,f,f,,,,,
136,Rayleigh Library: Main Study Area,"An area with large desks for use by all students, ideal for private study. Many of these are situated in natural daylight along one wall of the Library. There are four comfy chairs in this area too.","1st Floor
Bragg Building
Cavendish Laboratory 
19 J J Thomson Avenue 
Cambridge 
CB3 0HE ",,52.20922,0.09248,t,The Library is open to staff and students in the Department of Physics and other members of the University of Cambridge who are entitled to borrow books.,f,http://www.phy.cam.ac.uk/internal_resources/library,01223 337414,RayLibCam,Rayleigh-Library-Cavendish-Laboratory-University-of-Cambridge-1464557683856342/,t,f,f,f,f,f,f,t,f,t,t,t,t,f,f,t,t,t,t,f,f,f,f,t,t,t,,13:15.6,27:30.0,3,5,26,2,t,t,t,f,1717,1718,librarian@phy.cam.ac.uk ,fetching service available,t,t,f,f,f,t,f,t,t,f,f,,,,,
137,Rayleigh Library: Study Carrels,A number of private study carrels off the main study area.,"1st Floor
Bragg Building
Cavendish Laboratory 
19 J J Thomson Avenue 
Cambridge 
CB3 0HE ",,52.20922,0.09248,t,The Library is open to staff and students in the Department of Physics and other members of the University of Cambridge who are entitled to borrow books.,f,http://www.phy.cam.ac.uk/internal_resources/library,01223 337414,RayLibCam,Rayleigh-Library-Cavendish-Laboratory-University-of-Cambridge-1464557683856342/,t,f,f,f,f,t,f,f,f,f,f,t,t,f,f,t,t,t,f,f,f,f,f,t,t,t,,13:49.0,27:45.5,3,5,26,1,t,f,f,f,1719,1720,librarian@phy.cam.ac.uk ,,t,t,f,f,f,t,f,t,t,f,f,,,,,
135,Rayleigh Library: Undergraduate Study Area,An area reserved for undergraduates to the right of the main entrance with many large private desks ideal for individual quiet study.,"1st Floor
Bragg Building
Cavendish Laboratory 
19 J J Thomson Avenue 
Cambridge 
CB3 0HE ",,52.20922,0.09248,t,The Library is open to staff and students in the Department of Physics and other members of the University of Cambridge who are entitled to borrow books.,f,http://www.phy.cam.ac.uk/internal_resources/library,01223 337414,RayLibCam,Rayleigh-Library-Cavendish-Laboratory-University-of-Cambridge-1464557683856342/,t,f,f,f,f,f,f,f,f,f,f,t,t,f,f,t,t,t,f,f,f,f,f,t,t,t,,58:00.5,28:00.9,4,5,26,1,t,t,f,f,1723,1724,librarian@phy.cam.ac.uk ,,t,t,f,f,f,t,f,t,t,f,f,,,,,
133,JCR,"On the first floor of the Faculty with tables and WIFI. Café open during term time serving hot and cold drinks and sandwiches weekdays during term time, 9:30am - 2pm. Also a water cooler, vending machine and coffee machine","Faculty of History 
West Road 
Cambridge UK 
CB3 9EF ",1st,52.20205,0.10859,t,"Open 24/7 for members of Faculty with a University card, for all others the building is only accessible when the Seeley Library is open.",t,,01223 335335,TheSeeleyLib,,f,t,f,f,f,f,t,t,t,t,f,f,t,f,f,t,t,f,f,f,f,f,f,t,t,t,1,09:46.3,31:48.4,3,2,22,3,f,t,t,t,1727,1728,seeley@hist.cam.ac.uk,lw213@cam.ac.uk,t,f,t,f,t,f,f,t,f,f,f,,,,,
145,Computer Laboratory Library - Seating Area,An area with comfortable chairs and a low table.,"Computer Laboratory,
William Gates Building,
15 JJ Thomson Avenue,
Cambridge,
CB3 0FD.",,52.21115,0.0922,f,,t,http://www.cl.cam.ac.uk/library/,(01223) (3)34648,,,f,t,f,t,f,f,f,f,f,f,f,f,t,f,f,t,f,t,f,f,f,f,f,t,t,t,,58:31.6,29:40.8,3,5,28,2,t,t,t,f,1759,1760,ncc25@cl.cam.ac.uk,,t,t,t,f,f,f,t,t,f,f,f,,,,,
143,Computer Laboratory Library - Study Desks,A row of study desks adjacent to the book collection with plenty of space and natural daylight.,"Computer Laboratory,
William Gates Building,
15 JJ Thomson Avenue,
Cambridge,
CB3 0FD.",,52.21115,0.0922,f,,t,http://www.cl.cam.ac.uk/library/,(01223) (3)34648,,,t,f,f,t,f,f,f,f,f,t,t,t,t,f,t,t,t,t,f,f,f,f,f,t,t,t,,51:24.5,30:13.1,3,5,28,2,t,f,f,f,1761,1762,ncc25@cl.cam.ac.uk,,t,t,t,f,f,f,t,t,f,f,f,,,,,
196,Rock Road Library: Community Room,"A large community room, which can be booked for group activities, meetings and classes.  When these are not taking place it is an ideal space for quiet study, with several tables and plenty of chairs.","Library
69 Rock Road
Cambridge
CB1 7UG",Ground,52.18631,0.14233,t,Can sometimes be in use for activities and meetings.,,https://www.cambridgeshire.gov.uk/directory_record/37672/rock_road_library/category/71/libraries_with_friends_groups,0345 045 5225,,,f,t,f,t,f,f,f,t,f,t,t,t,t,f,f,f,t,f,t,f,f,f,f,t,t,f,,36:02.9,12:25.6,4,5,34,2,t,t,f,f,1813,1814,your.library@cambridgeshire.gov.uk,,t,t,t,f,f,f,f,t,f,f,f,,,,,
197,Rock Road Library: Main Library Space,"The main library consists of individual workspaces located between the book shelves, which are good for quiet study. The children’s library is attached, which can sometimes be slightly noisier. Located inside the main library space is a comfortable reading area, with leather sofas and armchair and a hot drinks vending machine.","Library
69 Rock Road
Cambridge
CB1 7UG ",Ground,52.18631,0.14233,f,,,https://www.cambridgeshire.gov.uk/directory_record/37672/rock_road_library/category/71/libraries_with_friends_groups,0345 045 5225,,,f,t,f,t,f,t,f,t,f,t,t,f,t,f,f,t,t,f,t,f,f,f,f,t,t,f,,54:02.1,12:48.9,4,5,34,3,t,t,f,f,1815,1816,your.library@cambridgeshire.gov.uk,,t,t,t,f,f,t,f,t,f,f,f,,,,,
162,Catesby's,Fresh coffee and homemade cakes served upstairs. Plus fancy homeware downstairs.,"10 Green Street
Cambridge ",1st,52.206776,0.119285,f,,f,http://catesbys.co.uk/pages/cafe,01223 355444,,,f,t,t,f,t,f,t,t,t,t,t,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,5,39:32.7,13:17.4,4,5,,4,f,f,t,f,1517,1518,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
198,Rock Road Library: Community Garden,"A large community garden, particularly nice in the Summer. There is a bench to sit on and specially planted trees and plants. A good place to meet with others in the community and enjoy the sun.
","Library
69 Rock Road
Cambridge
CB1 7UG ",Ground,52.18631,0.14233,f,,,https://www.cambridgeshire.gov.uk/directory_record/37672/rock_road_library/category/71/libraries_with_friends_groups,0345 045 5225,,,f,t,f,t,t,f,t,t,f,t,t,f,f,f,f,f,f,t,f,f,f,t,f,t,t,t,,02:29.0,23:55.5,4,5,34,3,t,t,t,t,1817,1818,your.library@cambridgeshire.gov.uk,,t,t,t,f,f,f,f,t,f,f,f,,,,,
241,Arena,"A cafe serving hot and cold food, cakes and coffee at a reasonable price. This cafe is fairly small so seating can become quite limited. Good for working with some background noise.","8 Burleigh St, Cambridge CB1 1DG",,52.205479,0.133668,f,,,,01223 367070,,pages/category/Coffee-Shop/Cafe-Arena-426370887420918/,f,t,f,t,f,t,t,t,f,f,f,f,t,f,f,t,f,t,f,f,f,t,f,t,t,t,2,46:45.5,46:45.5,4,2,,4,f,t,t,f,2063,2064,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
242,Cafe Blue Sage,"Cafe, Mediterranean, Healthy Food. Outdoor Seating, Seating, Free Off-Street Parking, Table Service, Takeout. Vegetarian Friendly, Vegan Options, Gluten Free Options. Breakfast, Lunch, Brunch.","198 Mill Road, Cambridge, CB1 3NF.",1,52.197356,0.145386,f,,,,07557 106656,,@cafe.blue.sage/,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,f,t,f,3,49:57.0,49:57.0,4,2,,4,f,t,f,f,2067,2068,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
147,Harriet's Cafe Tearooms,"A traditional tearoom for breakfast, lunch or afternoon tea.","16 & 17 Green Street,
Cambridge",,52.206643,0.118752,f,,t,http://www.harrietscafetearooms.co.uk,01223 356443,HarrietsTearoom,harrietscafetearoom,f,t,f,f,f,t,f,t,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,3,03:28.8,03:28.8,4,2,,4,f,f,t,f,1409,1410,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
